Index;Element;X;Y;Z;FragmentID
817;C;111.63328116182629;125.81806621211834;118.48780848516991;23
818;H;110.5137244197138;126.96971808739302;119.8823729287029;23
819;H;110.45777499366048;125.22354762091689;120.17184827365969;23
820;N;112.50014822643583;124.89115668911722;118.88769911437316;23
821;C;113.75839230575467;124.59877588720664;118.22549842188596;24
822;H;112.30333130896828;124.36972061600916;119.73710816640119;23
823;O;105.22103649098007;126.82757292295707;120.83136326189583;23
824;C;114.474754310942;123.45984259151139;118.93697086450354;24
825;H;113.54949162703856;124.32319268741334;117.18556213257278;24
826;H;114.38631378061235;125.49521622683858;118.21886637447298;24
827;C;115.05267607835111;123.85216729229627;120.29754865824167;24
828;H;113.77366051853838;122.63440984993768;119.07168569319394;24
829;H;115.29372555535868;123.11546980330805;118.30670786702781;24
830;C;115.49358859425254;122.60081857273238;121.060671691189;24
831;H;115.90383887836236;124.51603431638239;120.14067281265292;24
832;H;114.31255836115729;124.40295807032886;120.87931463182728;24
833;C;116.54146846908809;122.86751345525892;122.13870389342146;24
834;H;114.6177309999708;122.12694798158755;121.51163323231728;24
835;H;115.91738575366665;121.89967928982873;120.34036823796573;24
836;C;117.06012555047995;121.5612325177692;122.73494319534072;24
837;H;117.38400351143044;123.40056345260368;121.69322755834065;24
838;H;116.12998501750698;123.50004316320815;122.92739989349096;24
839;N;118.26380307968198;121.78691227393219;123.50938986898167;24
840;H;116.31776073103379;121.09439035173992;123.38646293837618;24
841;H;117.27883188255649;120.8552441795709;121.92353742037459;24
842;O;111.77355835892439;126.4893800279606;117.46559910853298;23
843;C;118.70036598609047;120.96037489093818;124.46709253523395;24
844;H;118.820502198545;122.59118484348942;123.24161776568126;24
845;C;120.02183258193017;121.40714939965054;125.07106425565324;24
846;C;120.54803474685535;120.50763441723511;126.18757874189241;24
847;H;120.75116114148616;121.45976605973999;124.25932202107809;24
848;H;119.87453857565818;122.41945160996285;125.45387669491407;24
849;C;121.83595952219072;121.08977374618186;126.7693552086747;24
850;H;119.79085194941808;120.41842286897399;126.96704039974057;24
851;H;120.7326610489618;119.50644798053027;125.79408675336057;24
852;C;122.40603238166966;120.28389790480475;127.93731463993649;24
853;H;122.58867418822899;121.13530362654704;125.9799378531682;24
854;H;121.643070579346;122.10670109147405;127.11468089642156;24
855;C;121.57021850024472;120.37539660772543;129.20147561156895;24
856;H;122.54677430989517;119.2401485874678;127.662733161904;24
857;H;123.38752047850457;120.69007851960488;128.1977191236545;24
858;N;121.45877108707165;119.23662247767487;129.88906551282926;24
859;O;118.09668820097026;119.94713407500991;124.8066948835937;24
860;C;120.85035489048467;119.15804771593046;131.19967728548755;25
861;H;122.00603311610574;118.42856550362036;129.5974881335991;24
862;C;119.81440737685517;118.03669687943096;131.29552459066878;25
863;H;121.63475879105043;118.98646029126466;131.94568521467443;25
864;H;120.38548408066023;120.12576523047996;131.4041226542994;25
865;C;119.34533749132896;117.88183888962944;132.74246435029576;25
866;H;118.96658675849089;118.26578669866929;130.64900010927363;25
867;H;120.26725101691623;117.10779423535848;130.94632469964034;25
868;C;118.15576569485967;116.9385945287299;132.9290868783074;25
869;H;120.18043364111597;117.5245895245795;133.34828157778892;25
870;H;119.0613220723774;118.86531088180725;133.1230949958969;25
871;C;118.43217642435953;115.50272921028063;132.48050600426257;25
872;H;117.89408482062248;116.93192045990233;133.98923544220858;25
873;H;117.29384877418919;117.32137342297555;132.38012665259893;25
874;C;117.39301537487688;114.54114245976254;133.05112570087746;25
875;H;118.40438921559112;115.45293901396744;131.39403084545313;25
876;H;119.42322996187816;115.19046810250194;132.81453451229495;25
877;N;117.47419753658674;113.22738179163925;132.4404975407948;25
878;H;117.52381180912205;114.45247795471423;134.1370179571356;25
879;H;116.37950314339187;114.91423060229502;132.87265366291;25
880;C;116.40935082682562;112.41842384342202;132.34704698880017;25
881;H;118.37719148349454;112.90762271951725;132.09598548626303;25
882;O;121.05197273563914;121.42953038775386;129.5733013956728;24
883;C;116.67300007525485;111.11872242611408;131.60102310895266;25
884;C;115.75377794610878;109.98561781111968;132.0531411243977;25
885;H;116.48608310390578;111.32072403251513;130.5419480637368;25
886;H;117.72225844327446;110.84269050685984;131.70373709648862;25
887;C;115.81572735932696;108.80786826577707;131.08416776541426;25
888;H;116.0425276526376;109.65999681828444;133.0545750342299;25
889;H;114.73260697277553;110.36685119836538;132.11464793228492;25
890;C;114.89766945638617;107.65057166743462;131.49731050421875;25
891;H;115.52858439907307;109.1471116774361;130.08543682786745;25
892;H;116.84612584699312;108.45025678331824;131.03246425717785;25
893;C;115.03283744539064;106.5342424294447;130.48061141122486;25
894;H;115.19268353510083;107.27741416484128;132.47859232553952;25
895;H;113.86493637977574;107.99494646831207;131.53078434558486;25
896;N;114.27496833887909;106.68552175620187;129.39414881811012;25
897;C;114.30703251700115;105.81521728076535;128.2378431986568;26
898;H;113.54763286870622;107.39370381323741;129.4227570826458;25
899;O;115.30275310893168;112.72186064154518;132.782784774692;25
900;C;112.94672385326122;105.17583291312809;127.96094084814395;26
901;H;114.61961126325805;106.40521417206092;127.36803596202127;26
902;H;115.06288329170468;105.0481522898049;128.42216129995933;26
903;C;112.93476090553814;104.44909967933359;126.61582507146812;26
904;H;112.70699647370891;104.48683452494613;128.77091111702;26
905;H;112.18934852065382;105.96118202328977;127.95604356106774;26
906;C;111.55274354612467;103.92335375507355;126.22262373310744;26
907;H;113.27667642872692;105.13890712209358;125.84184059503967;26
908;H;113.6416476887448;103.61714020419596;126.64229411967551;26
909;C;111.11145627755087;102.72741526634891;127.06301689346189;26
910;H;110.81996778228232;104.72556021992044;126.32758927030696;26
911;H;111.57994149788992;103.62563042412559;125.17292322834503;26
912;C;109.73519064009143;102.20341437345665;126.66952581130936;26
913;H;111.83781969085274;101.92033777766991;126.9474403551127;26
914;H;111.0774756414836;103.00596139167928;128.11650739752437;26
915;N;109.74996796057742;101.60649989507078;125.35053572407092;26
916;H;109.40391292148584;101.45549022717081;127.40223071482366;26
917;H;108.9951900009149;103.00944187346518;126.65955616119435;26
918;C;108.65095923262977;101.45839605675253;124.60487178202655;26
919;H;110.62846113015146;101.22487929725527;125.0207836040499;26
920;O;115.83704399671954;105.61112106204313;130.6262503785505;25
921;C;108.89700644425126;100.7325179770378;123.29348815568525;26
922;C;109.016884668491;99.22091116721742;123.50688814535104;26
923;H;108.0802460429239;100.95805732219164;122.60848647183124;26
924;H;109.83088119666718;101.1069091128054;122.87545338165633;26
925;C;109.59301289258265;98.50056898991448;122.28619366345893;26
926;H;109.6901963165094;99.04053614502965;124.34715605131017;26
927;H;108.03863734009424;98.80599461399532;123.75948818067619;26
928;C;108.69304863744124;98.58338063496733;121.04821095912506;26
929;H;110.56280401739082;98.94284024495452;122.0533508560939;26
930;H;109.76129353287266;97.45341081159168;122.5461688287795;26
931;C;109.4228349481112;98.0764356165856;119.8194596277257;26
932;H;107.77979081791986;98.00665307955974;121.2049726934168;26
933;H;108.41821106238494;99.62006712818585;120.85402710893737;26
934;N;109.56613787081746;96.74570764369416;119.7483859519846;26
935;O;107.54478320818346;101.87371797333876;124.93852732146385;26
936;C;110.24848946141157;96.06396078033123;118.66841339631846;27
937;H;109.21263581189191;96.17337859647782;120.49908185815;26
938;C;111.52855446302426;95.3640035045294;119.13000454698106;27
939;H;109.5660074300493;95.32512253609609;118.23786203509371;27
940;H;110.47754921240879;96.81457108873255;117.9113925926316;27
941;C;112.63488252796336;96.32296513459303;119.57209086790328;27
942;H;111.2848304416272;94.69599198541721;119.9589210214546;27
943;H;111.8952875240605;94.75364025312648;118.30395354119047;27
944;C;113.20544291750217;97.16406978171752;118.42941222666865;27
945;H;112.25106167075847;96.98822206980486;120.34966529447217;27
946;H;113.44346104086249;95.73495009533731;120.01190964487503;27
947;C;114.49538466508736;97.87142878744655;118.84190019483093;27
948;H;113.40836583225435;96.52665228990337;117.56673768068214;27
949;H;112.47591376978012;97.91582195870026;118.12264004683463;27
950;C;114.99562726248588;98.84893888991367;117.77706574538993;27
951;H;114.32291139262647;98.43155310386426;119.76251332258029;27
952;H;115.27820693525992;97.13497084996669;119.03684328156915;27
953;N;115.4972563557575;98.17453449116562;116.6020387312921;27
954;H;114.18306240791858;99.50674267110357;117.45714840591863;27
955;H;115.80259075764232;99.4622810947027;118.19012010715005;27
956;C;114.91971154258948;98.2917656230091;115.39915114400256;27
957;H;116.40094933646333;97.72776519137423;116.71037287115122;27
958;O;109.85572496920074;98.83296073570311;118.95863565328719;26
959;C;115.65368027506543;97.59193386088783;114.26066442719721;27
960;C;114.69701054895536;97.31763148554073;113.1015978826304;27
