Index;Element;X;Y;Z;FragmentID
1929;H;115.54099032208813;121.27775256885968;105.21623588135;55
1930;H;113.91482567995352;120.5701481507266;105.24556502867823;55
1931;N;115.2538797233273;122.55245212761204;102.99359284695022;55
1932;C;115.26676083200957;122.93928985082937;101.59857666623586;56
1933;H;115.94036451602395;122.97792459336313;103.60929052009857;55
1934;O;115.72099742088365;123.82037020004742;109.65619919304304;55
1935;C;116.12995388548359;124.17277543706166;101.3640400191858;56
1936;H;115.66080815340034;122.10621001410583;101.00181672556982;56
1937;H;114.23605616457587;123.1138545460719;101.27721261645115;56
1938;C;115.64179675616921;125.4324382482437;102.08158632936485;56
1939;H;117.14617633948826;123.95140448865644;101.69841499730863;56
1940;H;116.16529082730764;124.36166005630075;100.29006843912666;56
1941;C;114.26594413900524;125.90766511309222;101.61583081793603;56
1942;H;115.61689534215598;125.24862972959788;103.15733222576043;56
1943;H;116.36940290396325;126.22694372925595;101.9002645075165;56
1944;C;113.92958324481799;127.28347531806689;102.19383457106483;56
1945;H;114.24346660263495;125.95986060682043;100.52578416273077;56
1946;H;113.51173937329996;125.18816787205148;101.93500402611615;56
1947;C;112.46954495495419;127.66779832903809;101.98421667363078;56
1948;H;114.13025095310881;127.28323955091435;103.2664985759753;56
1949;H;114.56498872999695;128.03940416401116;101.7319483965854;56
1950;N;111.62138262643535;126.81662193764492;102.79905740322585;56
1951;H;112.30012606541635;128.71446605036047;102.26054527133317;56
1952;H;112.18352820941688;127.55301427220276;100.93279621083991;56
1953;C;110.34410233197687;127.06708557021575;103.07648166499739;56
1954;H;112.10646637544065;126.14954991056858;103.38640528211855;56
1955;O;113.47773524468418;121.1799337153242;102.81375887863156;55
1956;C;109.69202137936185;126.02230883110643;103.95971111415183;56
1957;C;108.31574051123543;126.45645805461648;104.45157960119798;56
1958;H;109.6070674706113;125.09912429905616;103.38121071512266;56
1959;H;110.35892277164486;125.82841098204544;104.80232810524905;56
1960;C;107.71566934153842;125.45256275971693;105.42909491187692;56
1961;H;108.3998532347849;127.42852493214151;104.9418347966187;56
1962;H;107.64787355598112;126.57973243452633;103.59693621937657;56
1963;C;106.40270470987448;125.97927813428396;106.01306126281771;56
1964;H;107.5302437530937;124.50424165642994;104.9201121345356;56
1965;H;108.4255151948328;125.26619632713698;106.23681090726618;56
1966;C;105.83761373184359;125.01900246319583;107.04236662650816;56
1967;H;106.59049689534267;126.93354738217371;106.51083974559714;56
1968;H;105.68085116598137;126.13120685901428;105.21239035222717;56
1969;N;104.7809750766592;124.31977316252355;106.62749622450076;56
1970;O;109.73475021996737;128.0439197350392;102.62478357766389;56
1971;C;104.06463549102206;123.35988860875999;107.442729258899;57
1972;H;104.46921243459272;124.4373583764503;105.6683808055394;56
1973;C;102.62287361773315;123.22167960148533;106.96997466603027;57
1974;H;104.55932264156999;122.38362342020552;107.38705137739171;57
1975;H;104.10527210076654;123.68589429994142;108.48468258089235;57
1976;C;101.8085532415603;122.27833915583001;107.85742893714665;57
1977;H;102.15239205553104;124.20703861620596;106.95328998501199;57
1978;H;102.6283914558245;122.84412058890452;105.94422088790624;57
1979;C;100.5059154341539;121.86897899174558;107.16960877716289;57
1980;H;102.40385289399147;121.39426746050879;108.0877293779455;57
1981;H;101.59702829443992;122.76973865398;108.80739076563499;57
1982;C;99.4537807818776;121.2490825230627;108.09151600594681;57
1983;H;100.05984977636832;122.75049810990389;106.70357971378074;57
1984;H;100.74072445378744;121.15911966489756;106.37406750775672;57
1985;C;99.9529720914222;120.08462423218441;108.94769506393844;57
1986;H;99.03582866113639;122.00961629711335;108.7547907289858;57
1987;H;98.6334992453877;120.888260841571;107.46919312053159;57
1988;N;100.5495987774599;120.54041051389711;110.18496178710134;57
1989;H;99.10778605496928;119.43013605624856;109.19171293219469;57
1990;H;100.70717333205614;119.49724262508613;108.42057458411627;57
1991;C;101.70907850282968;120.09192223556246;110.68027596332517;57
1992;H;100.03232296108169;121.24491190512751;110.68596295269408;57
1993;O;106.34084556866405;124.89526447126481;108.15929663926136;56
1994;C;102.13386358115685;120.70276601522686;111.99726170312258;57
1995;C;101.81027597600179;119.7809335587241;113.18204389619146;57
1996;H;103.2025196306122;120.90437556934201;111.94662404362779;57
1997;H;101.62525365229082;121.65578981873361;112.13686184050134;57
1998;C;102.40481249328775;118.37127221087296;113.10221074652426;57
1999;H;102.15786973048905;120.26697459609106;114.09639129245448;57
2000;H;100.72315088431529;119.70362556252637;113.25661396929576;57
2001;C;103.81982272863917;118.22555078337133;113.65683143309977;57
2002;H;101.77697614755748;117.70864534896977;113.70204880226545;57
2003;H;102.36761453931872;117.99656010448298;112.08034521012574;57
2004;C;104.97322665955556;118.89646207136965;112.93215291880878;57
2005;H;103.8473681937361;118.57049321100439;114.69305424329235;57
2006;H;104.06427760221099;117.15814740228015;113.66518923636586;57
2007;N;104.84141002349018;119.09882760471393;111.6244905978424;57
2008;C;105.85978690965467;119.73840347157912;110.81342564912033;58
2009;H;103.96105032915885;118.91151821035832;111.15385240813687;57
2010;O;102.36666685886978;119.21965151768691;110.11707849492102;57
2011;C;105.26669421104253;120.1751415846395;109.48012113964101;58
2012;H;106.26197164670795;120.59338662102289;111.36496230424484;58
2013;H;106.68152133207583;119.03483604827278;110.63794983183175;58
2014;C;106.32206089644211;120.37903790693325;108.39972749782463;58
2015;H;104.57333883210084;119.40300522835328;109.14031352253545;58
2016;H;104.69275633135487;121.09368209612937;109.6228712916685;58
2017;C;107.32438147370716;121.4818525076078;108.72279442043519;58
2018;H;106.85406383356084;119.44263088420405;108.22051456815969;58
2019;H;105.8097191538814;120.63250007800407;107.47045582605848;58
2020;C;108.15623955070272;121.82737113291347;107.49027844620103;58
2021;H;106.79339440909385;122.37341516356123;109.06126914559387;58
2022;H;107.98668068960927;121.15378333842189;109.52502497764854;58
2023;C;109.39684661860919;122.63594269585109;107.83269942972771;58
2024;H;108.47048647908161;120.90553665295037;106.99815230385161;58
2025;H;107.54129063539763;122.39058084045621;106.78530078327664;58
2026;N;109.07624515538296;123.89967745363947;108.46485255341545;58
2027;H;110.04302736791921;122.08405881064158;108.52157560525254;58
2028;H;109.96985826281842;122.83343778018417;106.91654856037796;58
2029;C;109.90091636813818;124.46425730414111;109.34838664425712;58
2030;H;108.17730050890827;124.32675372645964;108.26514478485602;58
2031;O;106.01078758120141;119.16474591452584;113.54319081864976;57
2032;C;109.55910597604475;125.8871635800929;109.73870148355962;58
2033;C;109.9179515568768;126.83498567457355;108.58373356214565;58
2034;H;108.49524346073744;125.97219172051678;109.9585299400149;58
2035;H;110.13903348889473;126.15365750903725;110.62397192822478;58
2036;C;111.24918156310247;126.4657194253501;107.9325983309694;58
2037;H;109.12812785676094;126.8130437128536;107.83149100536446;58
2038;H;109.98121664551525;127.85353099606593;108.97059360354379;58
2039;C;111.76638004906249;127.56836843404677;107.00711832505685;58
2040;H;111.98821969474022;126.27587917060231;108.7108920203087;58
2041;H;111.1369940248319;125.5473047733475;107.35173826126633;58
2042;C;112.98393101449095;127.06947196326736;106.25096080032327;58
2043;H;110.98913542528716;127.82247703362818;106.28229722872925;58
2044;H;112.01588584427304;128.4553025388991;107.58733653381212;58
2045;N;114.15467524006408;127.54847476164815;106.67899554673352;58
2046;O;110.91023023493513;123.89889143504733;109.76109090660539;58
2047;C;115.42108726254818;127.20217622530492;106.07046802815842;59
2048;H;114.18388608630401;128.19162692444894;107.46967056581113;58
2049;C;116.20727799187183;128.45082135257607;105.66519268509585;59
2050;H;116.01095452969744;126.59743780854843;106.7699608250414;59
2051;H;115.19733135382499;126.58191866824805;105.19917151960634;59
2052;C;116.91732837964325;129.08178605231853;106.86130163354187;59
2053;H;116.9437120425502;128.17527059926698;104.90877941448618;59
2054;H;115.51268514169884;129.1615173789964;105.21630208699783;59
2055;C;117.75094404968044;130.31393298530784;106.51054329302629;59
2056;H;116.188221841595;129.33853519120754;107.62901873184721;59
2057;H;117.59428578296516;128.34169939040456;107.29482281211745;59
2058;C;116.94102338020149;131.53472165268485;106.07536496778984;59
2059;H;118.34156244318731;130.57885935180224;107.39072650549481;59
2060;H;118.44621523344352;130.0529583597102;105.7086319266473;59
2061;C;116.02240379707038;132.06793126070806;107.178509966013;59
2062;H;117.63995102808926;132.3258416553934;105.78716648424061;59
2063;H;116.34294309911246;131.28810593513262;105.19493558897382;59
2064;N;115.31636167394772;133.29679205374435;106.8190235392493;59
2065;H;115.26767808645648;131.32008601763076;107.4319610310791;59
2066;H;116.61081307347672;132.27091088802257;108.0759988125709;59
2067;H;115.98065906221127;134.05786671845112;106.71921693035958;59
2068;H;114.86876961686299;133.1765075995613;105.91469763190955;59
2069;O;112.88174961595253;126.26467245196513;105.32728085606584;58
2070;C;102.37231344966254;128.00797041126424;110.37523918744597;60
2071;C;100.95129505437265;128.4887891251792;110.32996576287354;60
2072;C;102.48398992125227;126.66000801492335;109.64630694996089;60
2073;C;101.69540196655697;125.54608046583489;110.33572575639869;60
2074;H;102.11514421866701;126.7878695851057;108.62665768228679;60
2075;H;103.53659680776492;126.3797804997194;109.58564880692899;60
2076;C;102.3545873989437;125.0630361277515;111.62979091636656;60
2077;H;100.68220847422164;125.89540481056723;110.54983087687141;60
2078;H;101.61759478598205;124.6963160553795;109.6548354869104;60
2079;C;103.630758883282;124.29443754855912;111.32328210671571;60
2080;H;102.57070908216586;125.90213393851536;112.2881077691;60
2081;H;101.67851976978069;124.37677936268476;112.1428977684031;60
2082;N;104.75010201472888;124.9091615933367;111.70965972436112;60
2083;O;100.60003196988268;128.92042893643867;109.12450762890975;60
2084;O;100.170839262714;128.4800468714095;111.25794806104918;60
2085;H;99.669925933222;129.20692425558127;109.08914503902035;60
2086;H;102.69591507289294;127.91071925233774;111.41013691276616;60
2087;H;103.00660945515705;128.73664645528712;109.86726847092605;60
2088;C;106.07176475954611;124.33685569176521;111.59364600380658;61
2089;H;104.68396489497513;125.81270549808168;112.16759536866692;60
2090;C;106.71038057662227;124.221062361055;112.97817494200011;61
2091;H;105.95806299419553;123.36382875876201;111.11342249166015;61
2092;H;106.67942435133628;124.97155204588476;110.94090658133017;61
2093;C;108.2338863927424;124.14144998594298;112.94704203380904;61
2094;H;106.4178286234742;125.11009883733955;113.54069552181562;61
2095;H;106.29779070864141;123.35660485892353;113.49720047163215;61
2096;C;108.7785471242012;122.85854569241373;112.32607445953023;61
2097;H;108.61962996686944;124.9979678006525;112.39162767161262;61
2098;H;108.60424302671835;124.21460655105794;113.9726487739728;61
2099;C;108.54992263297336;121.6373875855266;113.2121973781659;61
2100;H;108.31797494717257;122.70605307771991;111.35018200650697;61
2101;H;109.84988258197771;122.9829321858479;112.16219534634655;61
2102;C;109.3110519314916;120.42518381270926;112.68271297597907;61
2103;H;108.88713338202602;121.85271335325467;114.22797563006075;61
2104;H;107.48872142531675;121.38923864061806;113.2603915810421;61
2105;N;108.97585205756042;119.22435675200829;113.41209709184106;61
2106;H;109.06744638453372;120.27294591701758;111.62651892210378;61
2107;H;110.38670124586778;120.58378326073529;112.7825172178626;61
2108;C;109.84375043866343;118.57666430234622;114.19465975037016;61
2109;H;107.98585315170058;119.00242954405479;113.45240895119379;61
2110;O;103.61094798714396;123.19945082715708;110.76978361668023;60
2111;C;109.2716051273515;117.34707614627078;114.8716669439717;61
2112;C;108.44302495106314;117.71134027916331;116.1073161416134;61
2113;H;108.6427108355459;116.83102245456254;114.14842669262387;61
2114;H;110.09039146488571;116.6913697599243;115.16492484729388;61
2115;C;107.53373079023267;116.56618443146118;116.55712748537792;61
2116;H;109.11681070728375;117.97468896845419;116.92423172201936;61
2117;H;107.82066580864394;118.58123948345624;115.88722267841348;61
2118;C;106.35830998090512;116.39812064772283;115.59196083812459;61
2119;H;108.09794386616122;115.63379307778128;116.63211652697565;61
2120;H;107.133577896897;116.79935844174422;117.54570116771727;61
2121;C;105.4494186114062;115.25985631296548;115.99224704584077;61
2122;H;105.78651870999876;117.32522363013096;115.57447548185561;61
2123;H;106.72016342911822;116.19573665775496;114.58429297926229;61
2124;N;104.61133179472863;115.53819945826827;116.99067078953394;61
2125;C;103.64317676732776;114.57854310832629;117.47922443298788;62
2126;H;104.65553999060268;116.44189150586755;117.44550007230721;61
2127;O;111.01732547015187;118.91428845283278;114.3186431228181;61
2128;C;102.75871008289694;115.17520320663077;118.56457935777844;62
2129;H;103.03997741852592;114.22704603423996;116.6350375900615;62
2130;H;104.17154809462713;113.70518896890977;117.88261327976534;62
2131;C;101.8941867765534;116.35358294047619;118.10959116022241;62
2132;H;102.11695229438033;114.3782266775677;118.9434012810998;62
2133;H;103.39780297331475;115.50751222582772;119.38547907478632;62
2134;C;100.94061094900337;116.00794706083597;116.96221189145373;62
2135;H;101.30108427550842;116.66901223598366;118.96971889708814;62
2136;H;102.54190491870114;117.18472147845735;117.83011684866256;62
2137;C;99.73853287046117;116.95376769995829;116.88077555447096;62
2138;H;101.47941361321797;116.01762947453976;116.01309517702184;62
2139;H;100.5589462554563;114.99730186818014;117.11940116593671;62
2140;C;100.09842696747587;118.36380253904463;116.4059294878235;62
2141;N;99.07591534404507;119.31094860302039;116.79783613685198;62
2142;H;101.05648610233956;118.66814193480536;116.8423401181781;62
2143;H;100.19374173073908;118.40796228214474;115.31912492583909;62
2144;C;98.5788812441531;120.27245026730661;116.02604176051771;62
2145;H;98.71217209567548;119.22412192682539;117.74799408823515;62
2146;O;105.47706285762153;114.1661333769798;115.42386416445484;61
2147;C;97.55277802890369;121.14910700269786;116.72288972749597;62
2148;C;98.24700690822101;122.12042032790242;117.68705437699231;62
2149;H;96.98879117075604;121.70686411404535;115.97349895531588;62
2150;H;96.87097461475557;120.51215997450976;117.2865931347546;62
2151;C;99.05696248986885;123.17753249509819;116.93770801109271;62
2152;H;97.49627239847759;122.60393236295793;118.31512460121328;62
2153;H;98.9002408434758;121.54982102536685;118.3473798727271;62
2154;C;100.13294337961915;123.85151047039183;117.795367133538;62
2155;H;99.55518864612152;122.70234515972491;116.08980851179383;62
2156;H;98.38186060071162;123.93839371844237;116.54289766762055;62
2157;C;99.56845259338627;124.57465924162516;119.00533458131758;62
2158;H;100.8392328800662;123.09961329749696;118.14753585944487;62
2159;H;100.65669558390888;124.58090532468843;117.17633412030636;62
2160;N;99.18473595279465;125.8255366626748;118.75469809599898;62
2161;C;98.66038588192181;126.7307787246809;119.75711784122349;63
2162;H;99.33842557097944;126.21372645044849;117.82682366935327;62
2163;H;98.98781864019989;116.53122937790506;116.21006294682032;62
2164;H;99.28083279937952;117.02893166052587;117.86998185400239;62
2165;O;98.929788067699;120.45811429417134;114.8583953602094;62
2166;O;99.48938407365172;124.04758788601036;120.11585243963019;62
2167;C;98.65136624673366;128.16327028615243;119.23187504129811;63
2168;H;97.63817444665624;126.42927073931331;120.01966226073138;63
2169;H;99.2674931827605;126.6413501852681;120.66291097245049;63
2170;C;100.04423154883594;128.7536654259183;118.99601653475243;63
2171;H;98.1019080347051;128.17306518606387;118.28856015659615;63
2172;H;98.10712118340227;128.78754200413147;119.94231160213079;63
2173;C;100.76570736515187;129.09810031471065;120.29599014428341;63
2174;H;100.63576642131326;128.05287409269724;118.40837209806007;63
2175;H;99.92921279624721;129.66504004219297;118.40612001628858;63
2176;C;102.0851808713248;129.84155302056155;120.0816622810314;63
2177;H;100.10997534955213;129.72987041021673;120.89931341237929;63
2178;H;100.96281869774926;128.18601472332153;120.85998371677665;63
2179;C;103.18510173096782;128.95570108127515;119.50063659630577;63
2180;H;101.92265792423963;130.70399085337158;119.4339118642269;63
2181;H;102.42560604706803;130.21290227493392;121.05123819908371;63
2182;N;104.4869847769187;129.5548629983138;119.71931070349898;63
2183;H;103.16655435892972;127.97146547564368;119.98322508181289;63
2184;H;103.06389170301297;128.81105591367094;118.42618986049175;63
2185;C;105.56721045772302;129.3337433277745;118.96420741319506;63
2186;H;104.63120099359149;129.95634247971094;120.63326251188478;63
2187;C;106.84237129346573;129.96168633247896;119.49575125337246;63
2188;C;106.94565297999443;131.42693149278918;119.06114823579283;63
2189;H;106.86556427669818;129.8985739902583;120.58419784737023;63
2190;H;107.69447131955668;129.40893620468609;119.09638159618261;63
2191;C;107.02331586395339;131.57197130665992;117.54361655963557;63
2192;H;106.08180219086853;131.98215186350086;119.43290124256788;63
2193;H;107.84243003928168;131.86136569865408;119.50087368512905;63
2194;C;107.35854455527088;133.00510821198475;117.11687480644392;63
2195;H;107.78097616731519;130.89120768043517;117.14825005650489;63
2196;H;106.06725740950435;131.283043035664;117.10295611422664;63
2197;C;108.836334213226;133.3251767132332;117.26737587339676;63
2198;H;107.08099162474853;133.1533426879699;116.07558963443364;63
2199;H;106.79412536839668;133.70596186429069;117.73498010321542;63
2200;N;109.43043283174076;133.6851458857238;116.12842245444047;63
2201;C;110.8126960260589;134.106941089221;116.0301114861829;64
2202;H;108.90928404261832;133.6711890634795;115.25919883885636;63
2203;O;105.53522142542583;128.73179767155753;117.89528487248742;63
2204;C;111.34568119308184;133.8558135206649;114.62516972323535;64
2205;H;110.88019282291033;135.17550579524416;116.26874670325364;64
2206;H;111.39237052496532;133.556575341994;116.7768058134086;64
2207;C;111.51083710873357;132.36883799300998;114.32479228105045;64
2208;H;110.65245773168553;134.29184986593552;113.9032209980465;64
2209;H;112.30761628378595;134.35806046096965;114.5179488754001;64
2210;C;111.92501561670736;132.13016477078438;112.87467800118287;64
2211;H;112.26776425836304;131.94951682042313;114.99155741639748;64
2212;H;110.56862421895006;131.85396673131194;114.52069014708253;64
2213;C;112.32911063078208;130.67865466059212;112.6431035747719;64
2214;H;111.10555646689026;132.39569893093125;112.20499307110803;64
2215;H;112.76632907715727;132.78109512026683;112.63212469770818;64
2216;C;112.5642891386329;130.35411703374925;111.17215256922746;64
2217;H;113.2428968197135;130.46744128726314;113.20391853915709;64
2218;H;111.54469407953346;130.01759558131846;113.01690158216074;64
2219;N;112.99204210067654;128.97594011802585;111.05274930063511;64
2220;H;111.6437043558111;130.52865324159717;110.60167113596634;64
2221;H;113.34131453030832;130.9931521699364;110.74463620745709;64
2222;O;109.43304193572472;133.2659889429314;118.34311067608095;63
2223;C;113.71213492337073;128.49744839749565;110.0413327655535;64
2224;H;112.56330742489561;128.33283318765334;111.72061743967829;64
2225;C;114.12766307663944;127.04823880519685;110.2013450309609;64
2226;C;115.47550187260038;126.92063791589624;110.92360255133113;64
2227;H;113.36212542794544;126.51810069428397;110.76891174290066;64
2228;H;114.2228148011916;126.58914178379167;109.21685113362993;64
2229;C;116.63522860569655;127.5095465864139;110.12981727852888;64
2230;H;115.41894764572771;127.40256943819284;111.90014616665917;64
2231;H;115.67790416653557;125.85766820363767;111.06435450639643;64
2232;C;117.98069451123463;127.17019521199086;110.77461472528162;64
2233;H;116.61638625293958;127.09977084393334;109.11890159495333;64
2234;H;116.53695925886973;128.5939688741017;110.05633915828275;64
2235;C;119.09787391170848;127.98620956248688;110.15774374916298;64
2236;H;117.93845064198159;127.42700648944881;111.83702221711482;64
2237;H;118.19172230801695;126.10528798275891;110.6788768387502;64
2238;N;120.1849538013014;127.30201203627456;109.79085349818186;64
2239;O;114.04785389513782;129.17924065444979;109.06665531111425;64
2240;C;121.34786763349977;127.94133307403926;109.21507666449327;65
2241;H;120.2306986493092;126.29606321187353;109.91259231310966;64
2242;C;121.77860714972199;127.27040123610945;107.91497229796852;65
2243;H;121.08521471494143;128.98771674986324;109.04115850140478;65
2244;H;122.1754939759102;127.90032112606384;109.9330843405113;65
2245;C;120.72091941420915;127.373059966135;106.81965703493185;65
2246;H;122.70441646464363;127.74139463993845;107.5794094370429;65
2247;H;121.97100336403827;126.21427631882494;108.12199835372964;65
2248;C;121.22170134758555;126.74243686701836;105.5214002842825;65
2249;H;119.82467461579917;126.85878531511173;107.1661730293739;65
2250;H;120.46426098806917;128.42062294169133;106.6507344310602;65
2251;C;120.1614591201152;126.64603636972062;104.42243759357785;65
2252;H;122.05559872984585;127.33392132098912;105.13594952554145;65
2253;H;121.60804521579615;125.74401593572692;105.73529946278497;65
2254;C;118.91983609452997;125.85954022632731;104.82885017327673;65
2255;H;119.83951113630488;127.64863342406488;104.13618576924604;65
2256;H;120.61460049357368;126.17527041203267;103.5478418006536;65
2257;N;119.23034428277411;124.5196588827878;105.28050756072038;65
2258;H;118.38380167892166;126.3890211419084;105.6240272570274;65
2259;H;118.23560523901446;125.769682431636;103.97938569151775;65
2260;C;118.32847386700873;123.53691611164423;105.26139477933046;65
2261;H;120.14706649676526;124.346558799233;105.66600885224904;65
2262;O;119.01746842708496;129.21041232382402;110.03792337847979;64
2263;C;118.81337110419092;122.22335154785418;105.8387976684409;65
2264;C;119.88014950747504;121.57909878551219;104.94981156207835;65
2265;H;119.24297515467374;122.40719075995528;106.82475864512668;65
2266;H;117.95838036154754;121.55671622827467;105.95430750786429;65
2267;C;119.42095080691557;121.37119980665119;103.50873864866854;65
2268;H;120.77606194959064;122.2016742181297;104.96087601167575;65
2269;H;120.14326333674414;120.61104645687752;105.37921401421885;65
2270;C;118.20341278854252;120.45484464749019;103.43012782933954;65
2271;H;119.19483865106868;122.33289469067884;103.04305735400736;65
2272;H;120.24148206522798;120.91749247125688;102.94841356911151;65
2273;C;118.02595535132903;119.80955706493262;102.07825044720877;65
2274;H;118.31460580516251;119.65252804844113;104.15957820401434;65
2275;H;117.29146126283614;121.00251275125133;103.66757910895653;65
2276;N;117.04724734948127;118.91650151837995;102.00293362570793;65
2277;C;116.75468475028825;118.16921057194254;100.79211784328893;66
2278;H;116.54806099450433;118.6746512066304;102.85038774061407;65
2279;O;117.19747121667223;123.68686786249724;104.80369576458777;65
2280;C;115.46688181028256;117.3662774947284;100.91750706013023;66
2281;H;116.67644169831543;118.87898722608769;99.9616015536578;66
2282;H;117.59225889363097;117.49582695823771;100.57458746524229;66
2283;C;115.25657189803026;116.52603699318078;99.65784276539395;66
2284;H;115.53375512265175;116.71322486713365;101.78904778164136;66
2285;H;114.62505933516432;118.04468134547967;101.06099901326655;66
2286;C;113.97722456353405;115.69229668157494;99.6912174650052;66
2287;H;115.22699319698717;117.18832777439535;98.79062067343183;66
2288;H;116.11329706140486;115.86024100398407;99.53005376207788;66
2289;C;113.87047854295847;114.82752009172812;98.43728920613744;66
2290;H;113.98539185999472;115.05058212957793;100.57272068906605;66
2291;H;113.11182331129189;116.35277415044658;99.75623305052692;66
2292;C;112.58314840746849;114.00104197588702;98.36096893914106;66
2293;H;113.9112349942697;115.46374930590487;97.55189555905024;66
2294;H;114.72298745325382;114.14829461068466;98.39768418155175;66
2295;N;112.44858368112715;113.06468598187503;99.4591176993275;66
2296;H;111.71289042464136;114.6574780457189;98.38095123361798;66
2297;H;112.58663126739701;113.44702565002288;97.41770742064925;66
2298;C;113.14945747213184;111.9363393229248;99.58038072791646;66
2299;H;111.71340578400599;113.24539663110868;100.1400109058273;66
2300;O;118.74758143358099;120.09285595410668;101.11063540399822;65
2301;C;112.8890023816734;111.19092292895363;100.87904718864719;66
2302;C;112.77309514017911;109.67833918726947;100.69052833139594;66
2303;H;113.72926307041521;111.404102884458;101.54488378014362;66
2304;H;111.97931708683876;111.57442099089093;101.34041615366618;66
2305;C;112.51102575006541;108.99565085935365;102.03226573748191;66
2306;H;111.95455651283781;109.46785733502966;99.99920111086882;66
2307;H;113.68458733481745;109.28792533726653;100.23744016424867;66
2308;C;112.14158680347714;107.51571650892727;101.89631165275138;66
2309;H;113.40009100113474;109.08183774871281;102.65959684847194;66
2310;H;111.69331036040526;109.51328227604563;102.53585218446439;66
2311;C;112.02634284813196;106.87884172121132;103.26810516988904;66
2312;H;111.18506452308031;107.39739706697914;101.38689911466385;66
2313;H;112.90813042119989;106.9818646708373;101.33127095323148;66
2314;N;110.9702177800784;107.25186286680248;103.98718372228717;66
2315;O;113.96613901828373;111.54763892788617;98.74638911425416;66
2316;C;110.70532547714198;106.70289455372125;105.30186488116107;67
2317;H;110.23788617945851;107.8305986203844;103.591878607115;66
2318;C;109.2513726231674;106.93958838561922;105.6710962541789;67
2319;H;110.93937700538595;105.6323706526986;105.28582660183153;67
2320;H;111.36895929138483;107.17344399279445;106.03666438150451;67
2321;C;108.88314567344406;106.35193414927114;107.02948156589684;67
2322;H;109.06426663666119;108.01372586862252;105.66931649426672;67
2323;H;108.61768456307189;106.49812495490356;104.90102959934381;67
2324;C;107.47443258971684;106.7862541204135;107.4189686722676;67
2325;H;108.93550343910171;105.26310290995924;106.98260920569766;67
2326;H;109.59325593056718;106.69142906445148;107.78609448884045;67
2327;C;106.94408899340178;106.09306043206888;108.67151320468408;67
2328;H;107.48231191609621;107.86472276424044;107.58741930069579;67
2329;H;106.7934697047501;106.59176587003971;106.58915597202386;67
2330;C;105.66652955163063;106.78741694989786;109.12200396897569;67
2331;H;106.73634177904256;105.04209315732513;108.47161655088647;67
2332;H;107.68644380488952;106.13504715666018;109.46914839756252;67
2333;N;105.16094348808157;106.28538222906695;110.3798699125034;67
2334;H;105.85483257781976;107.8662782398827;109.21689911766647;67
2335;H;104.87769593499166;106.64694965281204;108.3770425683875;67
2336;C;103.85834929719755;106.30310343293023;110.66520695526098;67
2337;H;105.84214807956077;106.00019803686047;111.07674831197772;67
2338;O;112.87494990013764;106.10257627718222;103.70927949611117;66
2339;C;103.48607358707669;105.81813915841296;112.05157143982174;67
2340;C;102.98631636914821;107.01296106130815;112.869000534541;67
2341;H;102.67808090325099;105.09110890705041;111.95029115674924;67
2342;H;104.3402249495306;105.34612520462903;112.53533335132943;67
2343;C;102.31896144406277;106.58307777112631;114.16977524500724;67
2344;H;103.82702664714618;107.6773427103468;113.08092606301453;67
2345;H;102.26400191368613;107.56398233327444;112.26137703602204;67
2346;C;101.81158116889529;107.77852443796796;114.97920944059453;67
2347;H;101.47031917044563;105.9406316157165;113.9344331734623;67
2348;H;103.02534764602764;106.00745994685137;114.7706758490019;67
2349;C;100.71009602346703;107.37551931412274;115.94176593357933;67
2350;H;102.62275786587884;108.2532004790662;115.52578180775988;67
2351;H;101.38135768479763;108.52151311815076;114.30037840812957;67
2352;N;100.82279242156646;107.87938330897023;117.17146266972652;67
2353;C;99.85992357778167;107.62878831142626;118.22206708273688;68
2354;H;101.5849954754818;108.51907907309396;117.38264405426689;67
2355;O;103.00753722850234;106.72599843105004;109.88101369683832;67
2356;C;100.52412694043255;107.2278202009265;119.53632282000052;68
2357;H;99.24857783264173;108.52420926100982;118.38142488689499;68
2358;H;99.21022706489309;106.82501255819588;117.86677964857465;68
2359;C;101.25835244134548;108.38033635177155;120.22068118282635;68
2360;H;99.74567395743479;106.85359704912882;120.20394669585528;68
2361;H;101.22463478007455;106.41432997513643;119.34539249206802;68
2362;C;101.80533446919758;107.9309021672681;121.57530227604154;68
2363;H;102.0713625805003;108.72902116772538;119.58381729425656;68
2364;H;100.56790658070446;109.21301324643919;120.37018960027105;68
2365;C;102.56087828745372;109.02223351318683;122.33238495197027;68
2366;H;100.97024560824336;107.59064469669487;122.19112371177395;68
2367;H;102.4749958063308;107.08156828630116;121.42617038721531;68
2368;C;103.92369018578897;109.30708455406594;121.70474208179719;68
2369;H;101.97027526534308;109.93962499510174;122.35014723249621;68
2370;H;102.71535806815086;108.69750963219197;123.36317813149932;68
2371;N;104.69646568149393;110.23326948113599;122.50503274860237;68
2372;H;104.5008420095181;108.38211549874259;121.62618184581146;68
2373;H;103.79469276628402;109.73444152934921;120.70647421958799;68
2374;C;105.92036864420825;109.97457228180525;122.9645786525856;68
2375;H;104.31207684331491;111.16156580709325;122.59786966046676;68
2376;O;99.7781948423601;106.65063565128231;115.59023094633791;67
2377;C;106.60735070430903;111.10710830543306;123.70217902192223;68
2378;C;106.47610985558366;110.89385809285704;125.2143349850156;68
2379;H;107.66501577090699;111.0902055870306;123.43101433039838;68
